comments,label
在当地算是比较好的酒店，所以每次去当地出差基本上都会住这家酒店。酒店服务一般，设施不是很理想，如果能够有针对性的进行改进会更好。,0
为了高兴我买了第二个小白，这个小白安静，不爱叫，外皮漂亮，得常擦擦，长的也紧凑，有很好的设计感，虽然个子小，什么都安得上，装了不少东西，跑的一点不慢,1
下调四块钱一碗豆浆一根油条加一茶鸡蛋....降五毛钱的票我就没啥说的了 - -我脑海里显现不出有啥是五毛钱的现在....啊 不 还有 蒙牛小布丁还没涨价..身为国民我幸福我骄傲,1
1 别的翻盖手机在来电话时，可以按一下手机侧面的键（三个当中的任意一个）关闭铃声，这时既不接也不挂断，而只是取消了铃声。我觉 得这种设计非常好，大显C318则同是按住侧面两个键3秒钟即可。 2 支持通话中录音，方法是：在通话中长按侧面M键。 3 用笔画输入汉字时，非常快。 4 在储存电话号码时特方便，可以先输入电话号码，按“-”键就可以存了， 5 如果某人电话是：13X555XX000，则在待机是输入555或者000后按“OK”键，则所有含555或000的电话都查到了；如输入133后按“OK”键，则所有含133的 ,1
看了个大概，怎么说呢？感觉从书中，除了了解到阿曾的为人外，更多的是，我能了解到当时社会的方方面面，从这个侧面去看待当时的清朝，很是不错的一个视点。最近在看《曾国藩》，也是唐浩明写的，嘻嘻，我觉得有兴趣的人，最好先看完阿唐点评的家书，再去看《曾国藩》，你会发现，看了这本家书，再看《曾国藩》就更容易进入当时的社会去了解阿曾~~,1
"基本上没啥用,书看完了单词没记住几个,背单词还是得靠每天的死记.也可能是不会使用此书或者是我太笨了?",0
没有送包，没有蓝牙，没有系统，sata硬盘，装系统可是费了劲了，最后花30去电脑城装的系统，还不能用ghost备份！！！！！！！倒了,0
1.外观设计的显得挺呆板。2.不支持MP3文件作为铃声。3.拍照时不能进行全屏取景。4.机身内存太可怜，太可怜！,0
光驱很方便卸载，这是个比较人性化的优点。而且分区可以用分区软件来改变。遥控器的设计也蛮新奇，可以控制ppt的播放^_^，可以躺着看电影。,1
天府阳光的价格比较合理。硬件也不错。服务员态度都很好我入住的时候，大堂在装修。这家饭店是涉外的，很多外边缺点在于：早餐比较简陋，不是很好吃,1
此书让人感觉很是恶心，我完全是头脑发热了才买回来的。她现在又弄起庄子来了，真的叫做“孔子很着急！庄子很生气”我感到很恶心！简直胡讲一通！让人无语评论！,0
配件齐全。照片效果不错，而且有自拍、闪光灯性能。手机的一般性能也行了，象信号，铃声都能接受。,1
内存偏小，不过送了1G，就是2G了，还是怀念XP系统，不过照情况看来预装系统vista是大势所趋了,0
1、自配2G内存，自己安，汗，拧不开螺丝啊 2、VISTA系统开机启动项太多，也不敢乱删，OFFEC只有60天，电脑上能用的瑞星，在笔记本里没法用 3、360软件每次开机都弹出来要允许才能使用，汗,0
这本书是朋友推荐的，个人认为是值得一看的。书中作者对阐述了自己对佛教，道教和基督教的综合认识，我觉得写得挺有深度。说实在的，作者说得那些，我并不能真正理解。不过觉得，如果人真能象女主人公芮小丹那样洒脱地面对人生，很不容易。看过书后，我马上在网上找到电视剧看了看，电视剧拍得不太好，显得象是在背书，没把男女主人公的深度演出来。可能是书写得太好了吧。,1
话说我都一年没喝了，包括他家酸奶，都一起抵制 继续抵制蒙牛 几年前，一个在蒙牛工作的朋友告诉我，別喝蒙牛奶。于是我从此没在喝。过了这么多年，一系列蒙牛的负面新闻，我只是奇怪为啥央视还在给它继续做广告呢？,0
1.不管你装什么东西，肯定是往硬盘里装，所以要找到硬盘，这款是串口的硬盘（SATA），早期版本软件不识别，所以导致找不到硬盘，安装xp出现蓝屏，感觉安装很难，所以，一定要有串口硬盘的驱动！！！,0
对宽屏不了解，现在用起来极不舒服；上下距离太窄，宽度又太宽。只相当于12寸的屏。屏太亮，而且改了设置后只要重启就又要改,0
专心的用一辈子的时间，只爱一个人。这就是爱情中的极致了吧，于是《痴相公》把这样的唯美爱情，一一铺就，浓墨重彩。珍儿与之心，从最初的爱上，到经历了坎坷，抵制了诱惑，始终如一，只深爱对方。爱情中的把持与坚韧，真的太让人感动。哪怕，之心是痴的，那又怎样，他知道如何爱一个人，并且深信不疑，自己的爱可以一心人，共白首。前世的姻缘，现世的婵娟。,1
好评,1
样子蛮漂亮，女朋友很喜欢，对她来说性能也很好了。性价比很高。现在笔记本真是白菜价啊。。。,1
"你将这个字永远的留住思维里用到时随机而来,往往因为我们的日常生活影响了我们的思维能力将原本的最理性的东西扔了,使自己走弯路茫然行进所以说最可怜的是是自己不知道自己很可怜.也就俗话说的站在水中不怕雨.这些看来简单的道理真正做到懂它还是不容易的,因为文化背景和性格的形成是很重要的因素.当你受伤了就会回到原点也就是这本书要你开始就要去认知的,从现在起你会有机会重生的.",1
小黑 还是不错的~做工绝对一流棒~性能也很强大~U很强大~内存无所谓了，可以自己加~哈哈~抢购的，不错,1
看了一个通宵，实在是很扣人心弦，绝对值得书的质量也没的说，一看是觉得纸质好像没那么好，不过看了真正的盗版以后，就知道真本书还是很不错的！,1
很久没有读到这样的书了， 买了后我一股气把它把它拜读完毕， 真是一本难得的好书， 堪比当年我读金庸， 可是金庸的手笔更粗放， 更豪爽。  非常男人的一部小说， 对于感情的描述又是那么让人感动， 在这样一个物欲横流的社会，仗义、真情、信任、直率， 早已被人们淡忘，我欣赏主人公，更欣赏作者， 为我们在盛夏奉献了这样一部力作。,1
地段可以，这大概是唯一的优点了。房间小，配置简陋，简直没法洗澡。最要命的是没有暖空调，冻的要命。不过前台服务员态度可以。,0
"该套丛书画面生动,注重生活的细节,对小孩很有吸引力,并在阅读的同事了解了生活中的常识/体会一些有趣的过程. 满意!",0
箱子上的标签被割掉了一部分，本本底部的一个标签被揭掉了，也没给一个说明,0
散热一般，风扇声音略大了些！ 说明书太简约了点，不实用，还得自己摸索！,0
4999入的，打游戏基本上xb360或台式机上，所以有没有独显影响不大。,1
非常垃圾的书，本中的单词很多很不常用，并且记忆方法比说明评论中的相差很远。且没有音标读音等。,0
抵制日货，不如先抵制蒙牛！,0
书评说很好，小侄女没有看，连里面花花绿绿的图也没有吸引住她，不知道是小孩子不爱学习，还是书不适合中国小朋友，汗！！！！,0
其实蒙牛还是讲信誉的,1
机身略厚，还有优化的空间 镜面漆沾指纹太厉害 部分组件用料低廉，显得不够细致,0
"起初买了九型人格看到大家推荐这本书,抱着好奇买来看看!这本书是以小说的形式来提现心灵修行的,从故事开始就把人们内心脆弱的一面展现给读者让我们都在想自己身上的一些表现随后又从小说里主人公在生活,工作,感情等方面深入浅出的方式让读者们自己去认知.恩,读过以后我又去把书中提到一些书也买了下来现在正在看,在合上这本书的时候让人很回味,确实有收获不易言表,我推荐大家也来看看,更适合女性朋友! ^_^",1
本本表面的钢琴烤漆很漂亮，处理器性能不错，包无亮点也很放心,1
"买优派就是因为它是专门做显示器的,其他的东西各品牌都差不多,也都不是自己做的,没有让我失望,虽然没有什么可对比的,自己感觉挺好的.另外250G的硬盘确实也显得更实惠.外形说的过去.电池3个小时中规中矩,虽然感觉有点对不起六芯电的称呼.",1
#圣诞节：“爱”在行动# 我想去参观蒙牛工厂，摸摸温顺可爱的大奶牛，参观蒙牛无菌的生产车间，体验作为一个蒙牛人的工作热情好想好想@培君叶-jim_sam_andy_jack,1
配置再加一根1G内存后九分的完美安装 XP 系统 几乎是件很难完成的事情安装vista系统又存在分区报错问题无PCMCIA接口 买无线上网卡要注意了外壳的质量有点差,0
请大家千万别住别墅，别墅的空调特差，很难制冷，而且经常半夜断电。酒店前台的服务意识很差，态度极为不好，明明有制冷好的主楼房间，就是不给携程的客户住。如果前台问你们别墅的房间可以不可以，一定不能同意。补充点评 2008年7月15日 ： 另外，早餐不太好，我们一般7点半去吃就没剩什么东西了，和团餐标准一样简单的不能再简单了。,0
书到之后，我先粗略看了大概，然后告诉读六年级的儿子，我没时间读，请他一天“帮我”读两三则。读后让他告诉我：这些孩子生活在什么样的地方，过着怎样的生活；再评论哪个孩子介绍得比较好，哪个孩子介绍得不够到位；最后让他说说，如果是他介绍，他会怎样介绍我们生活的地方，会告诉人们他的生活是怎样的......呵呵，还真达到了我的初衷——孩子“既......又......”，挺好的。,1
每个人都有小时候，矛盾的是每个人身在其中的时候可能感觉不到它的珍贵，到大了，回头望，才知道那真是“少年不知愁滋味”！每个孩子都有一颗跳动不安的心，不论是“乖”孩子，还是“皮”孩子，相比于成人之后，都是新奇、快乐，充满活力的！每个孩子不论怎样，当父母回首，当自己回忆时，都会有多少淘气的趣事啊！让我们一起回到小时候，让我们走进林格伦的《淘气包埃米尔》，找到曾经的自己！！,1
能斗好强的个性让人不是那么舒服。个人不太喜欢。如果人人都要以这个为榜样，那职场就变得太可怕了。,0
小巧方便,1
觉得一般觉得一般觉得一般觉得一般觉得一般,0
"反应慢的像猪,彩信容量小,上网速度慢",0
"大虾们帮帮忙了.  刚买,今天进行分区,想增加E盘,操作错误,结果连原来144G的D盘都不见了,现在只有1个C盘,怎么恢复呀?",0
"地点在市中心，出行方便，服务态度好。住豪华标间，宽敞，重装修较新,卫生不错，免费的矿泉水和咖啡，配的文具包很方便，较人性化，我买了一个，呵呵！。早餐丰富，烫干丝味道佳，娱乐设施比较齐全，桑拿浴比较豪华，据说在仪征是最好的，价格也不贵。",1
这书没啥意思啊，整一弱智看的小人书，当当的送货速度太慢啦一个月才收到，服务态度有极差，发邮件过去，回都不回后悔啦```还有那个什么购物券好像也没用！,0
一开始我是看了当当上的推荐，说不一样的卡梅拉这套书是亚马逊的五星级图书，大家的评论也非常好。因为我儿子非常好动，基本上很少安静的坐着看书，我就抱着将信将疑的态度买了一套。然而让我大吃一惊的是，这套书买回家后，儿子就彻底的被迷住了，从幼儿园回来后天天晚上都要听卡梅拉的故事，看到有趣的地方还会发自内心的哈哈大笑，感谢当当的推荐，这么一套好书，让我儿子从此爱上了看书。,1
挺好的，很实用，家里人很喜欢，我家是太阳能改热水器，过程比较麻烦，另外物流杠杠的，五楼居然给扛上来了，顺风就是好，哈哈,1
什么垃圾手机，不到半年就听不到来电话音，修了三次还是一样，勉强用了刚一年，主板就坏得没有办法修了，这种手机也好意思拿来作广告。,0
声音太小，与我女朋友的联想比声音那个真是小啊！只能配个外置的音响了！还有就是内存少了点。,0
早上过来的飞机肯定是被击落的，着急地穿过云层后突然一下砸在地面上就算降落了。还供应蒙牛酸奶，一直担心吃完会不会不适。。。,0
写的很好 值得一看 故事情节引人入胜,0
总体还可以吧。装系统搞了半天，总算可以了。没有包，有包就好了。,1
1、待机时间较短；2、接口连接能力较差；3、没有提供红外或蓝牙接口；,0
具体还没有看，书的质量太差了，连盗版都算不上！有缺页的地方，有的甚至一整页都露印了！！第一次买，很失望！！,0
 每天必做的事就看蒙牛酸酸乳音乐风云榜 它不光为我带来了 好听的歌 还为我带来了 快了 一晃自己已经15岁了 该初三了 可能没有办法天天守在电视机前了 真心希望 音乐风云榜 越办越好 等到毕业了 我一定把落下的都补回来,1
样子超酷，用起来狠狠的顺手，性能超好，256独显，做3DA都错错有余。好本子，在这个价位华硕最值得本子，强力推荐,1
苹果的设计非常的人性化，很讲究用户体验，即使是刚到手的小白，用起来还是很有意思的。,1
重新喜欢上明晓溪的作品，重新回到梦幻的世界里。感觉真好。高中的时候超级喜欢明晓溪的作品。尤其是水晶般透明系列，看了超级有感觉。大一的时候，在宿舍还有说到泡沫之夏。本以为同学不知道，结果却出乎人意料：每个人都说得很起劲。不是单纯的谈情说爱。里面的人物可以反射到自己生活中。里面的爱情&#183;&#183;&#183;&#183;&#183;&#183;&#183;&#183;,1
S6683又出状况了，内屏蓝屏了，开始只是偶尔，没太注意，以为是用机太狠了，短信多了点，现在发展到几乎天天了，晕，重启-小心用-死机，一天不知道重复多少次，还有，这机子听筒量怎么这么小，借用朋友的机子才比出来，去KF那边问，修可以先交100大元,0
1.左右方向键略微偏小，手感稍觉不佳。2.屏幕颗粒感比较明显，显示效果比较一般。3.不支持储存卡扩展。4.最长才支持10秒钟的有声视频拍摄，鸡肋也！5.待机时间一般情况下只有一天。,0
"原著还可以,可译成中文后就只不过是一套一般的书了;不知道为什么那么多人说好,我也是上了这些评论的当才买的.",0
怎么书的质量这么差啊！！！封皮很薄 而且里面的切割还有碎末  一点也不整齐 是不是盗版的啊！！！！！,0
河南人就是河南人！不被懵一次，那算白来一回；在全国乃至全世界那种叫做经济房的房间，在河南济源雅士达叫做“贵宾楼”，真够逗的！！！,0
昨天订货，今天就提了，价格保护做的很到位，昨天定的是4999元，今天用价格保护降了100元，够买个1G的内存条了。,1
这家酒店太烂了。特别是服务差的很，简直让人火大。我通过携程预定了早餐，结果被告知从七点钟才开始，那我说我退掉吧，结果告诉我携程订了就不能退。早晨在房间打电话告诉前台查房，结果我到前台后，前台还没打，等到再次说退房时，才磨磨蹭蹭的打电话，结果等了几分钟还是没人查。等签单时才发现自己名字的两个字竟然被搞反了，真搞不懂，我实在是不敢恭维，而且莫名其妙的在我的名字后面竟然出现了另一个人名。建议各位不要入住。至所以给服务打两分，是因为其餐厅给我送了碗姜汤，比较感动，要不然服务肯定的一分。,0
确实不错！地点较佳，海景房正对栈桥和小青岛，不出房门，不用挤在旅游人群中，就能欣赏怡人海景；早餐较丰富且环境好，相对其价格，性价比高；一楼咖啡吧的简餐价格不高，味道较好，份量足（特别是三明治、热狗），是住客和非住店游客解决简单一餐或作为点心的好选择；宾馆楼道里的点心较受欢迎，品种多，质量高，而且添加及时，深受孩子喜爱；就是床略小（指带一个孩子睡的话）。总之，总体感觉好，推荐入住。,1
蒙牛你的燕麦牛奶太难喝了，我自己拿燕麦、牛奶泡在一起都比你的好喝,0
"为什么送货这么慢我17号下的单子,怎么还没到?我急着用这些书,希望能在这个周末前送到.谢谢.",0
没有优点，从外观看上去，还可以，真正到用时才发现产品是多么的不好！手机里面许多功能都不能用，你们说是不是骗人的。其中的WAP就是其中之一。以后我不会再用波导 V10 ，价格高，又不支持下载，你们的手机能走到今天这种地步，也算了不起了。,0
我用#我查查条码比价#发现我买的蒙牛百利包红枣酸牛奶180g买得便宜。,1
"快递的速度真的很快,本本也很漂亮，比照片漂亮多了！！很喜欢，家人也很满意！看来联想的东西还确实有实力.",1
我住的是新装修的东楼，感觉房间挺宽敞，设施也不错，相对于隔壁的香格里拉一店都不差。只是酒店其他方面例如大堂、西餐厅的环境和食物品种还需改进。否则价格差不太远，我还不如住香格里拉了。,1
1.不支持外接存储卡扩展为其一大致命软肋。2.锁键盘模式下无法启动摄像头，需要解锁再推下后盖才可以，不够人性化，比较麻烦。3.不支持关机闹钟，节能方面做的不够好。4.手感不爽。5.没有自定义短信提示音。,0
"各类休闲娱乐设施齐全，交通便利，饭菜口味多样。总体感觉：舒适免费注册 网站导航 宾馆索引 服务说明 关于携程 诚聘英才 代理合作 广告业务 联系我们Copyright?1999-2008, ctrip.com. all rights reserved.",1
太贵了！一般人买不起！我们丹阳必须充960元话费才可以买这机！机价另算！,0
这样的傻逼企业怎么就不倒闭呢？抵制蒙牛。,0
摄像头不知道怎么用。系统里面没有太多的介绍。另，分区时候跑着跑着就死机了，不明原因，也不能重启。后来卸下电池再启动才成功。2G跑Vista怎么感觉好慢啊，有点反应不灵敏，点击后至少5秒才反映。都这样吗,0
此书一般般，适合有一定英语基础的人看,0
服务很好，环境也不错，很舒服，餐厅也很舒服，很温馨。,1
儿子相当不喜欢这本书，就看了两页，在也不看，对里的某些画面有些恐惧,0
商场是没有硝烟的战场。 被抽查如此多次还有问题？真相很耐人寻味~~~ 我看蒙牛连出问题是否有多方因素，老板不会这么无良心的。 请问蒙牛屡出问题，一年抽查了多少次？,0
我是6月5号下的订单，为什么6月17号书还没到？？,0
"最近我和几个朋友自驾游去扬州,经朋友介绍住在新世纪,第一感觉停车场特别大,可以同时停放约300--400辆车.房间舒适度很好,隔音效果也不错,该酒店最近重新装修，整体感觉挺好,酒店的服务很到位,物有所值.晚上用餐正好赶上他们的美食节,听说每年都有几次,真的很不错!",1
"上次去住想起来还是很不高兴,根本没有星,好旧的酒店,除了房间大,东西旧得吓人,毛巾在面盆里洗了三次,还是很混的水,再也不住了",0
在一个悲伤而压抑的日子里，阅读了这本书。那些曾经踮脚张望过的时光，在不知不觉中已经成了时间永远的过去。美好的高中校园，我已不是经历者，而是过来人。文字的背后，透露着熟悉而亲切的味道。那些成长的故事，你我都或多或少地经历过。也是以相类似的方式，成长着。喜欢寂地，MY WAY用色彩，文字。源源不断地给予力量。从心底深处，缓缓地升腾起温暖。无论如何，都要微笑下去吧。勇敢地去迎接，我的未来吧。,1
与其说这是一部小说，不如说是一套简易又系统的自我完善套餐。如果能按照“细嚼慢咽”的就餐规则，一定受益匪浅且得益终生。书中，作者让若菱引领着读者，一步步去接近自己的本真，探索自我，发现自我，接纳自我，提升自我，终至完善自我的境界。给芸芸众生指明了一条与自性之佛沟通的捷径。本书读起来轻松，在轻松中又蕴含深刻的哲理。是难得的灵修普及教材！,1
本来网上已经显示到亚运村了，可以自提了，可是我去了，居然还没到。等了一个多小时货车才来。,0
"入住8号楼 81118房,服务人员态度很热情周到,房间整洁,早餐比较丰富.卫生间略显陈旧.",1
没有想象的那么精彩实用很多观点比较片面，感觉作者有些想当然的看问题了。,0
《汤姆去海滩》《汤姆走丢了》这二本，成为女儿最爱的了。天天晚上讲。还管妈妈叫，两边有兜的裤子。出门时，见着人就告诉人家，她的裤子两边都有兜。哈哈。好书。,1
而且，这不是读后就扔掉的书，每次看，都会有一种全新的感受。尤其是每一个故事的后面都附有一个简单的评论，孩子读的话会理解的更好。唯一的缺陷是书中有的故事我们以前也在别的杂志上看过，当然，这绝对的暇不遮玉。,1
能够了解经义的人，就好像喝了牛奶。可以调伏身心的人，就好像吃了乳酪。与法教能相应的人，就好像品味生酥。有了大乘智慧的人，就好像尝到熟酥。总持一切法门的人，就仿佛品到醍醐之味。牛奶的醇香，乳酪的香甜，想起两样好吃的东西，就会流。。。。。，原来佛学中有些也是来源于真实的生活，修心养性，不错，一举两得。,1
"餐饮很好,A座房间该重新装修了.补充点评 2008年2月20日 ： 感觉总体上不如鸳飞大酒店.""",1
1、功能齐全、外观时尚且大气 2、不绑VISTA，可以随心安装自己喜欢的OS,1
1 前台态度差、一律告知没有标间，而且前台标的优惠价格我看目的就是诱使客人住高标；2 房间设施陈旧，维护差，冬季温度上不来，房间骚扰电话频繁。3 离店办理手续效率低；我比较了解长春，这个酒店也就是离火车站近一点，其他根本没有优势，而且火车站附近的快捷酒店多的是，推荐选其他的。建议携程清除这家酒店，而且携程应该定期考察、清理一些不合格的酒店，否则影响携程预定的满意度。,0
媒体炒作得太厉害了，平时没有时间看电视，慕名买了书，恭恭敬敬地拜读，却发现其实一般般。,0
这本书连着看了两遍。为那些如同发生在身边触手可及的案例，为那些为人父母很容易走偏的路，为心爱的孩子—希望自己能将书中的菁华尽量多地吸取到生活的言行中，真正成为陪伴孩子快乐健康成长的同路人。“大道至简”，这本简洁实用的心理书籍，可以推而广之地运用在众多关系的处理上，因为只要你用心读，你愿意实践，就能掌握那些高效的方法。她确实是一本不可多得的好书。,1
我个人对这个酒店感觉不好：1、硬件（1）这个所谓的酒店公寓好像有的层是客房有的是居民，我甚至看到有个人在电梯里牵了条大白狗！酒店无论院外还是楼门边都没有“海悦滨江酒店”之类的牌子，只能顺着门牌找，感觉非常不专业。（2）房间临街，早上实在太吵了，不用叫醒或闹钟，五点多准醒。（3）浴室有一道玻璃砖墙临街，非常冷。（4）早餐只有四种可选，量少，单点要40元/份！2、软件（1）工作人员素质实在太差，到了前台里面坐三个人，根本没人理我，直到我说有预定房间要住店。结帐非常慢，等了很多人，发票两天开成一天，一切都很不专业。,0
"刚买来时,一建恢复不能用,分区后启动不正常.还好,现在都搞定,给新用户应该提供一个指导性文件就好.多配一个鼠标多分两个区就好",0
交通方便；环境很好；服务态度很好房间较小,1
"一直看着这本书,虽然也有猜想妹妹如斯举动的原因,首先想到的,当然是妹妹其实也看得姐姐与病魔搏斗的太辛苦,虽然感觉也似乎妹妹有得到姐姐的同意而去做取回自己医疗决定权的事.妹妹也是从另外一个角度去守护自己的姐姐.只是没想到的,出了妹妹是姐姐的守护者,姐姐,同样也是妹妹的守护者,毕竟看着爱护自己的妹妹,父母也一起痛苦受罪,姐姐同时也为了守护爱护自己的人....看到最后的结局,有忍不住想哭的冲动,值得看!",1
"很仔细的读了序,也一口气读了小半本书。确如序所言，星辰也有忧郁的影子，也有不可解的迷惑，不可化的孤独与寂寞。明明是某时某刻的某种情绪，却也会变成理性思维下的分析与解读，却也无法排遣内心的怀疑和不安。不知道这是不是他的人生的低谷或者脆弱期。看着看着，又找到看鲁迅的感觉，一面理性犀利，一面感性柔软。",1
1：散热是最大的问题，左手托散热量太大，设计不合理。 2：奶牛本装xp很麻烦，不过买一个带硬盘驱动的系统安装盘，先将硬盘分区，在安装系统。,0
"还可以,不过第一次入住的时候没有送水果,这次送了,不过第二天把我第一天存的水果换了,虽然房务中心帮我换了两个苹果,不过一个坏的,不过总体还可以,听说马上要涨价了,因为听说评上了四星级,哎",1
这是这系列书的第一本，我是全系列看完（起码到现在时这样）。很佩服作者有这么大的构架，现在能写这种小说的人不多了。当然作者也是比较聪明的，故事一个一个的说，脉络清晰不似某些名著，混杂繁琐，往往表达的太多让人迷惑。辛夷坞此作当属青春文学的典范，可以说文章笔法扎实老道，内容娓娓道来容易消化，点睛之笔信手拈来。好书！,1
作为礼物送给她的，一款带有手机功能的mp3：）,1
就一个电话，第二天就上门安装了，服务真不错，价格超实惠，,1
"拿到手后看了几篇,感觉与预期的有点距离",0
贝贝好爱干净 每天出门都要洗澡 还喜欢喝蒙牛 不喜欢蹲地方 喜欢坐凳子上还喜欢和我坐在一起~,1
现在和以前的版本不太一样，现在的顶盖是全蓝色的，不如以前了，而且顶盖的LOGO不能发光了，有点不爽。,0
商品安装费用花了160元 加热使用不错，服务态度是确实不错 电器中服务最好的,1
大家不要购买此书，不适合国情，绕来绕去就表达了一个观念，要给孩子读书，一本书浓缩成一个章节就可以了,0
功能比较全,1
　　看了网上的留言才定的假日酒店，到后有些失望，很一般的招待所而已嘛．为了安静定了山景房，可是三更半夜的，人说话声加上共鸣比自己房间说话还响，太吵没睡好．,0
"宽屏的,有点不习惯,不过这个不是京东的问题;以前记得送鼠标的,现在没有了",0
写得太好了，让我都不敢轻易去评价它，那些细腻柔软的文字无一不透露出浓浓的爱，妈妈的守护。还记得想要做公主的男孩安安，放学15分钟的路程却要走70分钟的安安，闪烁着大眼睛翁妈妈我不可爱的安安，当然也记得覆在哥哥身上大叫不要打的飞飞，实在是太可爱了！读完后特别想要一个baby。是的，我也愿意等上一辈子的时间，让他从从容容的扎好那个蝴蝶结，用他五岁的手指。孩子你慢慢来！,1
买了第二个了，第二天就装好了,1
这个作者本身屁都不懂，写点虚得要死的东东，骗大家眼球。唉，损害中医的形象，建议大家不要买，俺买了后有相当的上当感觉,0
第一 散热一般。。。用了一会托腕处就发烫了?第二 液晶屏和主机部分的圆柱形转轴太粗了。。。影响整体美观。。。电源按键设计学的sony的本吧。。。第三 预装的系统太?了。。。,0
货到手很慢  9号下的单付完款 16号下午才拿到货  EMS才三天  只能说货发的慢了还有就是降价真的太快了吧   哎，小郁闷,0
不喝蒙牛,0
预装vista运行有些慢，预装的软件太多，用段时间不行还是改XP。散热一般。,0
死机，模块上电失败，外壳易坏，维修周期太长，心里不舒服。,0
外观精美，价格便宜，4299买的，带包以及杀毒软件和鼠标，自带了系统盘和驱动。都很不错，满意呀！,1
蒙牛乳业对切糕事件表示强烈愤慨。作为一个可以毒害13亿人的国企，黑心的程度岂是小小切糕能够比拟。蒙牛果然是世界上营销宣传做得最烂的公司，没有之一...亲爱的萌哥您删这么快干嘛...,0
电池背后部分做工不是特别好，略显松有点点缝隙不仔细看看不出。另外送的白色皮质内胆包觉得稍显大了一点，表面皮质不错，当中纯粹是2块薄薄的海绵板，里面看起来很山寨。电池有点突出当然是指底部。,0
虽然是老酒店，设备倒是很齐备，价格也合理。地点十分方便：旁边是大马路解放路，往南一直走就到车站，往北直走可到铁塔。酒店四周有难以计数的手机店，要缴通话费或买储值卡都很方便。设备齐全：连220V转110V的转接插座都有。自助早餐：是当地风味的中式餐点，内容丰富。服务态度：前台、客房服务、餐厅等人员都很和善，主动尽力为旅客提出帮助。人员服务态度真可比五星级。真要找出待改进的地方，就是浴室狭窄了点。,1
送的杀毒软件不好，瑞星开着，CPU占用达到50%左右。送的电脑包太小气，连lenovo的标志都没有,0
很炒作的小说，只能是不入流的作品！,0
又是蒙牛这垃圾！,0
1.散热性能较好 2.多媒体触摸按钮很有新意，也方便操作 3.触摸板灵敏，本本做工不错，外观还行,1
外形简约，性能强劲，能够满足多数办公和影音娱乐需求，系统装的也很快，注意网卡的安装与其他驱动程序安装的方法稍有不同，需要注意。,1
本来想没事的时候翻翻，可惜看不下去，还是和张没法比，他的书能畅销大部分还是受张的影响，对这个男人实在是没好感，不知道怎么买的，后悔,0
房间隔音不好，其他方面比较不错，不巧的是，我抵达当天正赶上哈市大批出租车休息，所以宾馆的地理位置好还是让我满意,1
正品来的，比实体店的便宜多了，真是物美价廉。卖家也很好，发货快，到货后拨打美的售后电话很快就派来了安装人员前来安装，晚上就用上啦,1
"这本书的内容真是谈不上幽默,妄想看看书就费工夫就想记住英语单词就更是白日做梦,总之,这本书买得不值.",0
1，服务没有任何亲切感，生硬、机械。我们一大家人五口，其中一位大人和一位孩子没有带身份证，为此我们吵了40分钟才入住。打电话到派出所，派出所说没有证件就不能住。我们争辩说开了3个多小时车到地方，不让住有点说不过去，警察说这是规定。我们说希望你们警察帮忙，和北京核实一下身份，被生硬拒绝。最后酒店的一个服务生看见我们两个70岁以上的老人累得不行了，才办理入住，已是晚上11点半了。试问:拿着3个身份证开不了房，这承德还能去吗？2，房间不知为何评为携成4星。被子有烟味。设施陈旧。隔音不好。早餐水平比如家的十元的还差。服务员根本不够用，我自己收拾了一桌子，然后坐下吃饭。退房在没有人排队的情况下，用了20分钟，这样的酒店我可使用了610元/房。3，在携成提供的承德酒店列表中，这家酒店可能是最贵的，我本以为找一个好一点的酒店让父母住得高兴一点，看来是适得其反。希望携成在签酒店时还要多做考察，为携程的会员多作考虑。,0
外观有够炫，很漂亮，看着用着都舒心，爱不释手……悬浮键手感不错，性价比很高，跟其他牌子的本本放那一比，啥都不用说了，强力推荐！,1
如此配置价格贵。白颜色的不怎么好看，并且机器上没有华硕的标志,0
这是我住过最懒的酒店。。。脏！乱！差！ 连最起码的两瓶免费矿泉水都不给提供。。。打电话问客服，说是成本太高，给取消了。。大家千万不要住。。马桶堵。。毛巾脏。。地毯是我有生见过最脏的。。这样的比100多块钱的招待所都差，还说是4星，要380.。。好冤啊。。。相信我。。一定不要上当。。补充点评 2007年10月14日 ： 五层是夜总会，骚扰电话就没停过,0
送的电脑，标签那里很旧的样子，可能是放的时间有点久了，不然不会这样的。其他还不错,0
屏幕分辨率小了点，尤其是1024*600的这个600，用一段时间会发现不方便。另外确实如很多人评价的一点，运行东西稍微多点，就卡。,0
"我在两家500强跨国公司工作过,翻了翻这本书大致可以还原出作者的真实品行和生活状态,土包子就是土包子,在精神层面上永远变不成白领的这本书骗骗2-3线城市没见过外企世面的人大概还可以,在上海会被完全无视.",0
"屏幕挺好,信号也强声音够大",1
我订了4件货，就只收到了1件货，没有任何解释，打电话过去询问，就一句话，没货，网页没有及时更新。如果想买，再重新下单。哈，真服了当当了，从订货到收到那一件货，足足半个月的时间，网页都不更新，不知是什么速度。这是我第一次在当当买东西，估计也是最后一次。,0
还未装,1
